============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  O(113. MeV) ==> Upper Be+He Gas+Lower Be( 8.02 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   44  8 .9639184E+08   8025000E+01 -.4699E+05  .1083E+06   .9999977 -.0001244  .0021540
T   45  8 .9636976E+08   8025000E+01 -.2041E+06 -.2177E+05   .9999548 -.0094771  .0007478
T   46  8 .9635565E+08   8025000E+01  .9016E+04 -.7086E+04   .9999989 -.0011749 -.0009468
T   47  8 .9622309E+08   8025000E+01 -.1571E+06 -.1379E+06   .9999943 -.0031397 -.0012749
T   48  8 .9649042E+08   8025000E+01 -.2886E+05 -.6502E+05   .9999930 -.0036524 -.0008170
T   49  8 .9630004E+08   8025000E+01 -.5194E+05 -.8653E+05   .9999948 -.0008347 -.0031073
T   50  8 .9610553E+08   8025000E+01 -.3189E+05 -.2995E+05   .9999998  .0001189 -.0006187
T   51  8 .9610884E+08   8025000E+01  .2200E+06 -.1898E+06   .9999916  .0039146 -.0012247
T   52  8 .9608705E+08   8025000E+01 -.1455E+06 -.1316E+06   .9999915 -.0007171 -.0040541
T   53  8 .9650139E+08   8025000E+01  .7511E+05  .2456E+06   .9999959  .0009930  .0027025
T   54  8 .9631949E+08   8025000E+01 -.4984E+04 -.6015E+05   .9999968  .0023281 -.0010315
T   55  8 .9625647E+08   8025000E+01 -.9377E+05 -.6007E+05   .9999557  .0086100 -.0037944
T   56  8 .9642099E+08   8025000E+01 -.1564E+06  .1353E+05   .9999939  .0006903 -.0034249
T   57  8 .9613899E+08   8025000E+01  .1033E+06 -.3082E+05   .9999996  .0004338 -.0007346
T   58  8 .9645699E+08   8025000E+01  .1328E+06  .1986E+05   .9999957  .0026565 -.0012420
T   59  8 .9607245E+08   8025000E+01 -.4501E+04  .1319E+06   .9999847  .0025441  .0049156
T   60  8 .9652797E+08   8025000E+01  .1066E+06  .1722E+06   .9999948  .0031749 -.0004969
T   61  8 .9640051E+08   8025000E+01  .1511E+06 -.1369E+05   .9999919  .0035520 -.0019163
T   62  8 .9650521E+08   8025000E+01  .6408E+05 -.9759E+05   .9999903 -.0023353 -.0037362
T   63  8 .9605039E+08   8025000E+01 -.3531E+05 -.1277E+05   .9999956 -.0017072 -.0024439
T   64  8 .9621720E+08   8025000E+01 -.2660E+05 -.9159E+04   .9999972  .0020512 -.0012044
T   65  8 .9626851E+08   8025000E+01  .4001E+05 -.6042E+05   .9999947  .0018476 -.0026816
T   66  8 .9649375E+08   8025000E+01 -.2255E+06  .1010E+06   .9999967 -.0024191  .0008525
T   67  8 .9615868E+08   8025000E+01  .5106E+05  .1523E+06   .9999926 -.0028883  .0025335
T   68  8 .9644665E+08   8025000E+01  .1709E+04  .9554E+05   .9999987 -.0014180  .0007513
T   69  8 .9662865E+08   8025000E+01 -.1861E+06 -.3716E+05   .9999990 -.0013607 -.0003414
T   70  8 .9664505E+08   8025000E+01  .2506E+05  .4767E+05   .9998809  .0085843  .0128268
T   71  8 .9634783E+08   8025000E+01 -.7107E+06 -.4177E+06   .9999577 -.0079103 -.0046925
T   72  8 .9611114E+08   8025000E+01  .6646E+05  .9272E+05   .9999969  .0020809  .0013529
T   73  8 .9651106E+08   8025000E+01  .5714E+05 -.5958E+05   .9999839 -.0002911 -.0056662
T   74  8 .9645922E+08   8025000E+01  .1468E+06  .4532E+05   .9999949 -.0009290 -.0030475
T   75  8 .9617613E+08   8025000E+01  .1869E+06 -.8639E+05   .9999989 -.0001665 -.0014670
T   76  8 .9650789E+08   8025000E+01 -.6024E+05 -.3205E+06   .9999827 -.0010730 -.0057843
T   77  8 .9645606E+08   8025000E+01  .1964E+06 -.1289E+06   .9999751  .0069505 -.0011959
T   78  8 .9663720E+08   8025000E+01 -.6664E+04  .4393E+05   .9999983  .0015146  .0010133
T   79  8 .9646697E+08   8025000E+01 -.4082E+05 -.1868E+06   .9999997 -.0007802 -.0000686
T   80  8 .9652587E+08   8025000E+01  .2805E+05 -.1401E+06   .9999987  .0012829 -.0009987
T   81  8 .9633714E+08   8025000E+01 -.7216E+05 -.8753E+05   .9999989 -.0014529 -.0002187
T   82  8 .9640990E+08   8025000E+01 -.7896E+05 -.1323E+06   .9999983 -.0002998 -.0018418
T   83  8 .9630505E+08   8025000E+01 -.1294E+06 -.1531E+06   .9999841 -.0016846 -.0053855
T   84  8 .9644515E+08   8025000E+01  .1949E+06  .1226E+05   .9999935  .0035133  .0008190
T   85  8 .9528084E+08   8025000E+01 -.9352E+06  .5602E+07   .9975641 -.0106621  .0689362
T   86  8 .9624499E+08   8025000E+01  .8878E+05  .1941E+06   .9999898  .0030396  .0033433
T   87  8 .9655950E+08   8025000E+01  .2233E+06 -.7788E+05   .9999583  .0091291  .0003104
T   88  8 .9626573E+08   8025000E+01 -.1805E+06  .8572E+05   .9999970 -.0024089  .0004914
T   89  8 .9620658E+08   8025000E+01  .5597E+05  .2293E+05   .9999850 -.0028905  .0046552
T   90  8 .9633411E+08   8025000E+01 -.1415E+05 -.1876E+06   .9999961 -.0024331 -.0014044
T   91  8 .9641356E+08   8025000E+01 -.2449E+05  .6422E+05   .9999947 -.0026348  .0019353
T   92  8 .9612201E+08   8025000E+01 -.2815E+05 -.3534E+05   .9999986 -.0013548 -.0009883
T   93  8 .9627895E+08   8025000E+01  .8763E+05 -.6225E+05   .9999943  .0015420 -.0030146
T   94  8 .9587580E+08   8025000E+01  .5901E+04 -.6210E+05   .9999965 -.0018533 -.0018992
T   95  8 .9616226E+08   8025000E+01 -.1145E+06 -.7543E+05   .9999972 -.0000822  .0023835
T   96  8 .9630277E+08   8025000E+01 -.4107E+06 -.1165E+06   .9999956 -.0029543  .0000586
T   97  8 .9613621E+08   8025000E+01  .4342E+05  .5463E+04   .9999987  .0015691  .0003461
T   98  8 .9642499E+08   8025000E+01 -.6478E+04 -.1047E+06   .9999983  .0012212  .0013714
T   99  8 .9641627E+08   8025000E+01 -.1032E+06  .9414E+05   .9999970 -.0024447  .0003204
T  100  8 .9610272E+08   8025000E+01  .7160E+05 -.3828E+05   .9999980  .0014349 -.0013889
T  101  8 .9613300E+08   8025000E+01 -.1313E+05  .3258E+05   .9999992 -.0007467  .0010079
T  102  8 .9648333E+08   8025000E+01 -.9768E+05  .4914E+05   .9999890 -.0002025  .0046874
T  103  8 .9646024E+08   8025000E+01  .1362E+06  .2260E+05   .9999997 -.0007711 -.0003051
T  104  8 .9642813E+08   8025000E+01  .2208E+06 -.1138E+04   .9999888  .0045841 -.0011997
T  105  8 .9654410E+08   8025000E+01 -.4435E+05  .1040E+06   .9999979  .0005693  .0019666
T  106  8 .9640879E+08   8025000E+01  .9077E+05  .1949E+06   .9999956  .0006395  .0029050
T  107  8 .9642081E+08   8025000E+01 -.2528E+06  .1266E+06   .9999996 -.0002299 -.0008693
T  108  8 .9629091E+08   8025000E+01  .7316E+05  .2623E+06   .9999910  .0014369  .0039846
T  109  8 .9621019E+08   8025000E+01 -.3478E+04 -.1151E+05   .9999972  .0008664 -.0021854
T  110  8 .9622293E+08   8025000E+01 -.2357E+06 -.3000E+06   .9999863 -.0032801 -.0040841
T  111  8 .9644783E+08   8025000E+01 -.1138E+05 -.3025E+05   .9999991  .0004187 -.0012770
T  112  8 .9632113E+08   8025000E+01  .6605E+04 -.7345E+05   .9999821  .0027964 -.0052894
T  113  8 .9621110E+08   8025000E+01  .2187E+05  .5495E+04   .9999888 -.0012096  .0045847
T  114  8 .9628952E+08   8025000E+01 -.2007E+05  .8189E+05   .9999942 -.0029596  .0016625
T  115  8 .9613507E+08   8025000E+01  .1886E+06 -.1024E+06   .9999935  .0021344 -.0029070
T  116  8 .9639953E+08   8025000E+01 -.3126E+05  .2295E+05   .9999961 -.0027029  .0007700
T  117  8 .9633923E+08   8025000E+01  .1600E+06 -.2438E+05   .9999739  .0035480 -.0062986
T  118  8 .9645702E+08   8025000E+01  .2055E+06  .1331E+05   .9999703  .0077027  .0000407
T  119  8 .9626921E+08   8025000E+01 -.1703E+06  .7872E+05   .9999959  .0000157  .0028593
T  120  8 .9625461E+08   8025000E+01 -.6579E+04  .2245E+05   .9999999  .0001475 -.0001576
T  121  8 .9645116E+08   8025000E+01 -.2937E+05  .1347E+06   .9999970 -.0024448  .0000710
T  122  8 .9614749E+08   8025000E+01 -.1997E+05 -.5743E+05   .9999997  .0004882  .0005686
T  123  8 .9631933E+08   8025000E+01  .3468E+06  .1282E+06   .9999996 -.0004890  .0006928
T  124  8 .9641714E+08   8025000E+01 -.3176E+06 -.5226E+06   .9999721 -.0032099 -.0067498
T  125  8 .9635725E+08   8025000E+01  .2161E+06  .2935E+06   .9999852  .0020924  .0050228
T  126  8 .9627372E+08   8025000E+01  .1739E+06 -.3297E+06   .9999949  .0014929 -.0028060
T  127  8 .9637328E+08   8025000E+01 -.8905E+05 -.1852E+06   .9999934 -.0012035 -.0034385
T  128  8 .9657626E+08   8025000E+01  .9978E+05 -.2216E+05   .9999972  .0023359 -.0003838
T  129  8 .9649016E+08   8025000E+01 -.1550E+05 -.1231E+05   .9999994  .0005022  .0009240
T  130  8 .9645327E+08   8025000E+01  .3750E+05  .1190E+06   .9999984 -.0006328  .0016782
T  131  8 .9630444E+08   8025000E+01  .1353E+06 -.7892E+04   .9999981 -.0001716  .0019620
T  132  8 .9617625E+08   8025000E+01 -.4515E+05  .5057E+04   .9999950 -.0009824 -.0030077
T  133  8 .9641511E+08   8025000E+01  .9703E+05  .2423E+05   .9999950  .0008795  .0030315
T  134  8 .9619588E+08   8025000E+01 -.2882E+05  .8270E+05   .9999985 -.0003464  .0016885
T  135  8 .9664176E+08   8025000E+01  .2572E+05 -.1112E+06   .9999891  .0039823 -.0024279
T  136  8 .9651047E+08   8025000E+01  .1734E+06 -.9893E+05   .9999999 -.0000983  .0000573
T  137  8 .9646161E+08   8025000E+01  .2170E+06 -.2395E+06   .9999994  .0011213  .0001300
T  138  8 .9637884E+08   8025000E+01  .1215E+06 -.2014E+06   .9999876  .0038721 -.0031329
T  139  8 .9614477E+08   8025000E+01 -.2356E+06  .4256E+06   .9999878 -.0038137  .0031440
T  140  8 .9681184E+08   8025000E+01 -.6331E+05  .3006E+05   .9999955 -.0029774  .0004385
T  141  8 .9632380E+08   8025000E+01 -.1603E+05 -.1844E+06   .9999727  .0009700 -.0073286
T  142  8 .9619839E+08   8025000E+01  .7556E+06 -.2515E+06   .9999594  .0089275  .0011836
T  143  8 .9638083E+08   8025000E+01  .4481E+05 -.7129E+05   .9999905 -.0040295 -.0016565
T  144  8 .9647595E+08   8025000E+01 -.2796E+05 -.3555E+05   .9999995 -.0001251  .0009741
T  145  8 .9633866E+08   8025000E+01  .1134E+06 -.3127E+05   .9999958  .0016465  .0023670
T  146  8 .9643433E+08   8025000E+01 -.1786E+06 -.2292E+04   .9999980 -.0014061  .0014225
T  147  8 .9661975E+08   8025000E+01  .8970E+05  .1051E+05   .9998832  .0135244 -.0071195
T  148  8 .9634465E+08   8025000E+01 -.2170E+06  .1116E+06   .9999981 -.0015926 -.0011326
T  149  8 .9638237E+08   8025000E+01 -.2133E+06  .1087E+06   .9999861 -.0029395  .0043707
T  150  8 .9646459E+08   8025000E+01 -.1807E+06  .5028E+05   .9999977 -.0014029 -.0016445
T  151  8 .9643281E+08   8025000E+01 -.9941E+05 -.6449E+05   .9999919 -.0032630 -.0023545
T  152  8 .9656022E+08   8025000E+01  .4024E+04 -.2386E+05   .9999978 -.0007806 -.0019325
T  153  8 .9623269E+08   8025000E+01 -.2435E+06  .5523E+06   .9999848 -.0011322  .0053895
T  154  8 .9616995E+08   8025000E+01  .7296E+05 -.4664E+04   .9999962 -.0019790 -.0019223
T  155  8 .9603883E+08   8025000E+01 -.3553E+05  .5236E+05   .9999980  .0003836  .0019442
T  156  8 .9624583E+08   8025000E+01 -.1381E+06 -.2083E+05   .9999996 -.0005534 -.0006849
T  157  8 .9614339E+08   8025000E+01 -.6403E+05 -.1811E+06   .9999816  .0029409 -.0053070
T  158  8 .9643691E+08   8025000E+01  .7600E+05  .8539E+05   .9999978  .0020075  .0005392
T  159  8 .9631364E+08   8025000E+01 -.2549E+05  .1148E+06   .9998828  .0033045  .0149496
T  160  8 .9661459E+08   8025000E+01 -.2431E+05  .2497E+05   .9999864 -.0050476  .0013311
T  161  8 .9662776E+08   8025000E+01 -.1910E+06 -.7878E+05   .9999943 -.0033621  .0001725
T  162  8 .9633465E+08   8025000E+01  .3959E+05 -.8906E+05   .9999873  .0036329 -.0035003
T  163  8 .9630540E+08   8025000E+01  .2234E+06  .3001E+05   .9999995  .0006203 -.0007494
T  164  8 .9613766E+08   8025000E+01 -.1780E+06 -.1551E+06   .9999980 -.0018764  .0007159
T  165  8 .9634455E+08   8025000E+01 -.3746E+05  .3951E+05   .9999991 -.0003644  .0013274
T  166  8 .9646401E+08   8025000E+01 -.1400E+06 -.1607E+06   .9999888 -.0034134 -.0032917
T  167  8 .9612116E+08   8025000E+01 -.3090E+06 -.2025E+06   .9999807 -.0060277 -.0014852
T  168  8 .9637628E+08   8025000E+01  .3778E+05  .2158E+06   .9999972 -.0007047 -.0022810
T  169  8 .9638316E+08   8025000E+01 -.1168E+06 -.1323E+06   .9999988 -.0013406 -.0008376
T  170  8 .9636043E+08   8025000E+01 -.6259E+05 -.1533E+06   .9999916 -.0031909 -.0025798
T  171  8 .9629319E+08   8025000E+01  .1496E+06 -.5727E+05   .9999676  .0069550 -.0040544
T  172  8 .9632235E+08   8025000E+01 -.2498E+04 -.6812E+05   .9999991 -.0002244 -.0013188
T  173  8 .9635032E+08   8025000E+01 -.1653E+06 -.2349E+05   .9999997 -.0003143  .0007243
T  174  8 .9647090E+08   8025000E+01 -.1810E+06  .4384E+05   .9999485 -.0096274 -.0032193
T  175  8 .9614962E+08   8025000E+01 -.7536E+05 -.1105E+06   .9999971 -.0002404 -.0023936
T  176  8 .9608439E+08   8025000E+01  .9237E+05 -.5685E+05   .9999919 -.0036283  .0017664
T  177  8 .9619981E+08   8025000E+01  .1720E+06 -.3764E+04   .9999995  .0009100 -.0004798
T  178  8 .9616333E+08   8025000E+01 -.3222E+05  .6758E+05   .9999897 -.0033245  .0030956
T  179  8 .9614184E+08   8025000E+01  .9567E+06  .1347E+07   .9997554  .0124799  .0182597
T  180  8 .9640764E+08   8025000E+01 -.6877E+05 -.6276E+05   .9999907  .0035903 -.0023831
T  181  8 .9678125E+08   8025000E+01 -.3602E+05 -.9188E+05   .9999999 -.0002688  .0000829
T  182  8 .9628809E+08   8025000E+01 -.6833E+05  .2235E+05   .9999981 -.0019456  .0001041
T  183  8 .9623368E+08   8025000E+01 -.1151E+05  .4510E+05   .9999901  .0034777  .0027591
T  184  8 .9634824E+08   8025000E+01 -.7723E+05 -.1057E+06   .9999995 -.0002531 -.0009483
T  185  8 .9638179E+08   8025000E+01 -.1401E+06 -.6533E+05   .9999953 -.0028844  .0009970
T  186  8 .9625538E+08   8025000E+01  .4029E+06  .6821E+05   .9999710  .0076050 -.0002528
T  187  8 .9609893E+08   8025000E+01  .4742E+05  .2102E+05   .9999939  .0000917  .0035013
T  188  8 .9647961E+08   8025000E+01  .2450E+04  .6439E+04   .9999978 -.0012641 -.0016544
T  189  8 .9635977E+08   8025000E+01 -.5247E+05 -.1218E+06   .9999887 -.0042382  .0021582
T  190  8 .9621028E+08   8025000E+01  .4000E+05 -.2403E+06   .9999987 -.0003768 -.0015734
T  191  8 .9604560E+08   8025000E+01  .1221E+06  .4381E+05   .9999557  .0081151 -.0047721
T  192  8 .9632541E+08   8025000E+01  .2531E+06  .1468E+06   .9999997 -.0006325 -.0003631
T  193  8 .9631402E+08   8025000E+01  .1085E+06  .9125E+05   .9999974  .0021834  .0006916
T  194  8 .9645872E+08   8025000E+01  .1137E+06 -.1087E+06   .9999954  .0005730 -.0029763
T  195  8 .9607783E+08   8025000E+01  .3794E+05  .8500E+05   .9999995  .0001649  .0009344
T  196  8 .9633307E+08   8025000E+01  .1961E+06 -.1460E+06   .9999979  .0005022 -.0019623
T  197  8 .9635049E+08   8025000E+01 -.1248E+06 -.1212E+06   .9999995 -.0005327  .0008000
T  198  8 .9630016E+08   8025000E+01 -.1381E+05  .5870E+05   .9999871 -.0007439 -.0050306
T  199  8 .9630189E+08   8025000E+01 -.2752E+06 -.2193E+06   .9999910 -.0036277 -.0021851
T  200  8 .9667322E+08   8025000E+01  .1116E+06 -.2836E+05   .9999914  .0040609 -.0008970
T  201  8 .9642028E+08   8025000E+01 -.1631E+06  .7447E+05   .9999985 -.0017395 -.0001860
T  202  8 .9627441E+08   8025000E+01  .2784E+06  .3006E+06   .9999776  .0010364  .0066190
T  203  8 .9610918E+08   8025000E+01 -.1005E+06 -.7732E+05   .9999940  .0024362  .0024476
T  204  8 .9643423E+08   8025000E+01  .1173E+06 -.2055E+06   .9999984  .0014263 -.0010452
T  205  8 .9654493E+08   8025000E+01 -.2843E+05  .1182E+06   .9999964 -.0018708  .0019322
T  206  8 .9630253E+08   8025000E+01  .1820E+06 -.1322E+06   .9999954  .0028625  .0009908
T  207  8 .9613251E+08   8025000E+01 -.6063E+05  .1167E+06   .9999877 -.0039204  .0030391
T  208  8 .9635129E+08   8025000E+01 -.1272E+06  .5988E+05   .9999560 -.0015222 -.0092513
T  209  8 .9617517E+08   8025000E+01 -.1356E+05 -.1828E+05   .9999895 -.0009496  .0044866
T  210  8 .9635093E+08   8025000E+01 -.1299E+05  .2269E+05   .9999928 -.0000885 -.0038059
T  211  8 .9639187E+08   8025000E+01 -.2529E+06  .8327E+05   .9999993 -.0006366  .0010286
T  212  8 .9637817E+08   8025000E+01  .2233E+05 -.2966E+06   .9999963  .0001611 -.0027045
T  213  8 .9591355E+08   8025000E+01 -.8054E+04  .7190E+05   .9999972  .0023143  .0004871
T  214  8 .9645737E+08   8025000E+01  .1392E+06  .6631E+05   .9999965  .0002310  .0026184
T  215  8 .9637966E+08   8025000E+01  .1611E+06  .3220E+06   .9999893 -.0020852  .0041327
T  216  8 .9653085E+08   8025000E+01 -.1994E+06  .1002E+06   .9999943 -.0030793  .0014064
T  217  8 .9601861E+08   8025000E+01 -.4853E+05 -.8784E+05   .9999988 -.0012115 -.0009634
T  218  8 .9634561E+08   8025000E+01  .6851E+05 -.6354E+05   .9999889  .0037886 -.0027883
T  219  8 .9651480E+08   8025000E+01  .1097E+06 -.3958E+06   .9999723  .0055198 -.0049905
T  220  8 .9653261E+08   8025000E+01  .7830E+05  .1255E+06   .9999909 -.0040807  .0012640
T  221  8 .9648496E+08   8025000E+01 -.1304E+06 -.1495E+06   .9999908 -.0008233 -.0042070
T  222  8 .9620620E+08   8025000E+01 -.4372E+05  .1252E+04   .9999980 -.0018870 -.0006802
T  223  8 .9630909E+08   8025000E+01 -.1588E+06  .2082E+06   .9999882 -.0020398  .0044056
T  224  8 .9638797E+08   8025000E+01 -.1556E+06 -.2441E+05   .9999851 -.0023551 -.0049197
T  225  8 .9639144E+08   8025000E+01  .1591E+06 -.5945E+05   .9999999 -.0001422 -.0005172
T  226  8 .9656693E+08   8025000E+01  .1617E+06  .1380E+06   .9999886  .0047834 -.0000976
T  227  8 .9649042E+08   8025000E+01  .3499E+05  .8343E+05   .9999906  .0022678 -.0036943
T  228  8 .9641765E+08   8025000E+01 -.1774E+06 -.1003E+07   .9999134 -.0034459 -.0127022
T  229  8 .9628278E+08   8025000E+01 -.7152E+05  .1313E+06   .9999909  .0042560 -.0001821
T  230  8 .9655461E+08   8025000E+01  .3281E+06 -.5905E+05   .9999707  .0075815 -.0010105
T  231  8 .9622648E+08   8025000E+01 -.6041E+06 -.4238E+05   .9998653 -.0042749 -.0158434
T  232  8 .9643212E+08   8025000E+01  .7079E+05 -.6269E+05   .9999982  .0018357  .0004396
T  233  8 .9617855E+08   8025000E+01  .1165E+06  .6852E+06   .9999322  .0013999  .0115616
T  234  8 .9656552E+08   8025000E+01 -.1124E+06 -.2745E+06   .9999849 -.0030636 -.0045565
T  235  8 .9615965E+08   8025000E+01 -.5855E+05 -.1921E+06   .9999972 -.0002741 -.0023543
T  236  8 .9640804E+08   8025000E+01  .2032E+05 -.1547E+03   .9999999  .0003911 -.0002397
T  237  8 .9662226E+08   8025000E+01 -.7091E+05  .1919E+06   .9999952  .0004841  .0030520
T  238  8 .9661156E+08   8025000E+01 -.6904E+05 -.1748E+06   .9999935 -.0000177 -.0035938
T  239  8 .9633092E+08   8025000E+01 -.9902E+05 -.1204E+06   .9999897  .0038245  .0024503
T  240  8 .9640547E+08   8025000E+01  .2603E+05 -.2887E+05   .9999945 -.0015639  .0029216
T  241  8 .9630412E+08   8025000E+01 -.2587E+05  .2139E+06   .9999866 -.0049647  .0014797
T  242  8 .9626978E+08   8025000E+01  .6227E+05 -.1473E+05   .9999904 -.0019436 -.0039155
T  243  8 .9625163E+08   8025000E+01 -.1810E+06  .9856E+04   .9999934 -.0032526  .0015993
T  244  8 .9621214E+08   8025000E+01 -.1317E+05  .4939E+05   .9999912 -.0040607 -.0010107
T  245  8 .9649357E+08   8025000E+01 -.4604E+05  .1367E+06   .9999797 -.0000231  .0063732
T  246  8 .9664895E+08   8025000E+01 -.1479E+06 -.1613E+05   .9999998 -.0002578  .0005059
T  247  8 .9630551E+08   8025000E+01  .4966E+05 -.7100E+05   .9999998  .0002384 -.0005798
T  248  8 .9625856E+08   8025000E+01 -.5449E+05  .1591E+06   .9999979  .0002359  .0020521
T  249  8 .9598166E+08   8025000E+01  .1294E+06  .1619E+05   .9999979  .0015338  .0013239
T  250  8 .9644530E+08   8025000E+01 -.1888E+06  .1401E+06   .9999858 -.0045827  .0027056
T  251  8 .9598261E+08   8025000E+01 -.1787E+06  .1034E+06   .9999925 -.0038352 -.0005431
T  252  8 .9625948E+08   8025000E+01 -.1118E+06 -.1614E+06   .9999921 -.0020335  .0034241
